ko_wpos	ko_pospat	ko	en	en_semantic_tags	en_semantic_tags_tokenwise	category	note
오더/NNG 번호__02/NNG	NNG NNG	오더 번호__02	number	N1 | N5 | N5 N1 Q1.3 K2 Q4.2		NUMBERS & MEASUREMENT	연결
제출__02/NNG 요구__03/NNG	NNG NNG	제출__02 요구__03	requests	Q2.1 Q2.2 | Q2.2 Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
사회__07/NNG 구현__04/NNG	NNG NNG	사회__07 구현__04	society	S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
내한__02/NNG 공연__02/NNG	NNG NNG	내한__02 공연__02	performed	A1.1.1 K4 X9.2+		GENERAL & ABSTRACT TERMS	연결
이웃/NNG 사랑__01/NNG	NNG NNG	이웃 사랑__01	neighbors	H3/S2mf N3.3-/S2mf M7/N3.3- | M6		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
참가__01/NNG 활동__02/NNG	NNG NNG	참가__01 활동__02	participating	S1.1.3+		SOCIAL ACTIONS, STATES & PROCESSES	연결
성장__01/NNG 경로__03/NNG	NNG NNG	성장__01 경로__03	growth	N3.2+/A2.1 A5.1+/A2.1 L3 B2-		NUMBERS & MEASUREMENT	연결
성장__01/NNG 거점/NNG	NNG NNG	성장__01 거점	growth	N3.2+/A2.1 A5.1+/A2.1 L3 B2-		NUMBERS & MEASUREMENT	연결
분야/NNG 성장__01/NNG	NNG NNG	분야 성장__01	growth	N3.2+/A2.1 A5.1+/A2.1 L3 B2-		NUMBERS & MEASUREMENT	연결
우호__01/NNG 협력/NNG	NNG NNG	우호__01 협력	friendly	K5.1 | S1.2.1+ S7.3-/K5.2		ENTERTAINMENT, SPORTS & GAMES	연결
국가__01/NNG 기후__05/NNG	NNG NNG	국가__01 기후__05	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
전국__03/NNG 시조__07/NNG	NNG NNG	전국__03 시조__07	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
국립/NNG 영화__01/NNG	NNG NNG	국립 영화__01	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
체크/NNG 리스트__01/NNG	NNG NNG	체크 리스트__01	checklist	Q1.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
총괄/NNG 수석__02/NNG	NNG NNG	총괄 수석__02	chairman	S7.1+/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
회장__07/NNG 시절__01/NNG	NNG NNG	회장__07 시절__01	chairman	S7.1+/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
방문__03/NNG 경험/NNG	NNG NNG	방문__03 경험	visited	S1.1.1 M1		SOCIAL ACTIONS, STATES & PROCESSES	연결
이미지/NNG 센서/NNG	NNG NNG	이미지 센서	image	A6.1+ A8 X3.4 X2.1 C1 | O4.1 A8 X2.1 C1		GENERAL & ABSTRACT TERMS	연결
방송__01/NNG 예정__02/NNG	NNG NNG	방송__01 예정__02	air	B4 Q2.1 | O1.3 A8 W1 Q4.3 M1		THE BODY & THE INDIVIDUAL	연결
방향__01/NNG 제시__02/NNG	NNG NNG	방향__01 제시__02	direction	M6 Q2.2 Q2.2 S7.1+ X4.2 K4		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
부모__01/NNG 모두__01/NNG	NNG NNG	부모__01 모두__01	parents	S4mf A9+		SOCIAL ACTIONS, STATES & PROCESSES	연결
내부__04/NNG 인사__01/NNG	NNG NNG	내부__04 인사__01	internal	M6 A10- G1.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
사무소/NNG 설치__02/NNG	NNG NNG	사무소 설치__02	installation	A1.1.1 S1.1.1		GENERAL & ABSTRACT TERMS	연결
설치__02/NNG 주체__02/NNG	NNG NNG	설치__02 주체__02	installation	A1.1.1 S1.1.1		GENERAL & ABSTRACT TERMS	연결
감독__02/NNG 시절__01/NNG	NNG NNG	감독__02 시절__01	manager	S7.1+/S2mf K1/S7.1+/S2mf K5/S7.1+/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
진학/NNG 프로그램/NNG	NNG NNG	진학 프로그램	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
대상__11/NNG 프로그램/NNG	NNG NNG	대상__11 프로그램	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
관련/NNG 회의__04/NNG	NNG NNG	관련 회의__04	conference	S1.1.3+		SOCIAL ACTIONS, STATES & PROCESSES	연결
고급__02/NNG 아파트/NNG	NNG NNG	고급__02 아파트	apartment	H1/H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
고령화/NNG 시대__02/NNG	NNG NNG	고령화 시대__02	era	T1.3		TIME	연결
장__28/NNG 초반__01/NNG	NNG NNG	장__28 초반__01	beginning	T2+		TIME	연결
우수__11/NNG 시책__01/NNG	NNG NNG	우수__11 시책__01	excellent	A5.1+++		GENERAL & ABSTRACT TERMS	연결
여행__02/NNG 기간__07/NNG	NNG NNG	여행__02 기간__07	trip	M1 F3% | M1 M2 S8-		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
달__05/NNG 여행__02/NNG	NNG NNG	달__05 여행__02	trip	M1 F3% | M1 M2 S8-		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
식사__03/NNG 자리__01/NNG	NNG NNG	식사__03 자리__01	table	H5 Q1.2 N2 | Q2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
이전__03/NNG 정권__04/NNG	NNG NNG	이전__03 정권__04	previous	N4		NUMBERS & MEASUREMENT	연결
식__04/NNG 약처/NNG	NNG NNG	식__04 약처	Food	F1		FOOD & FARMING	연결
패션__01/NNG 업계__01/NNG	NNG NNG	패션__01 업계__01	fashion	A1.1.1 | B5 O4.2+ X4.2		GENERAL & ABSTRACT TERMS	연결
계약/NNG 건__04/NNG	NNG NNG	계약 건__04	deal	A1.1.1 I2.2 I2.1 A9- K5.2 F3/I2.2 | N5 Q2.2 A1.1.1 I2.2 K5.2 F3/I2.2 | Z2c		GENERAL & ABSTRACT TERMS	연결
이전__03/NNG 직장__05/NNG	NNG NNG	이전__03 직장__05	previous	N4		NUMBERS & MEASUREMENT	연결
남자__02/NNG 배우__01/NNG	NNG NNG	남자__02 배우__01	male	S2.2 | S2.2m		SOCIAL ACTIONS, STATES & PROCESSES	연결
평화부/NNG 지사__02/NNG	NNG NNG	평화부 지사__02	governor	S7.1+/S2mf G1.1/S2mf O2%		SOCIAL ACTIONS, STATES & PROCESSES	연결
질서__03/NNG 유지__09/NNG	NNG NNG	질서__03 유지__09	maintain	A9+ T2++ S8+ A1.1.1 Q2.2		GENERAL & ABSTRACT TERMS	연결
감사__13/NNG 계획서/NNG	NNG NNG	감사__13 계획서	audit	I2.1 | I2.1 P1%		MONEY & COMMERCE	연결
복지__10/NNG 회관/NNG	NNG NNG	복지__10 회관	Welfare	S8+ I1 G1.1c		SOCIAL ACTIONS, STATES & PROCESSES	연결
기념__02/NNG 파티/NNG	NNG NNG	기념__02 파티	party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c		ENTERTAINMENT, SPORTS & GAMES	연결
여가부/NNG 장관__02/NNG	NNG NNG	여가부 장관__02	Minister	G1.1/S2mf S9/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
블라인드/NNG 테스트/NNG	NNG NNG	블라인드 테스트	test	P1 B3 X2.4 A12- | P1 B3 X2.4 K5.1@		EDUCATION	연결
통원__01/NNG 차량__01/NNG	NNG NNG	통원__01 차량__01	vehicle	M3fn X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
단독__02/NNG 정상회담/NNG	NNG NNG	단독__02 정상회담	summit	W3 N5.1+ S1.1.3+		THE WORLD & OUR ENVIRONMENT	연결
요청권/NNG 위임/NNG	NNG NNG	요청권 위임	request	Q2.1 Q2.2 | Q2.2 Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
서명__03/NNG 요청권/NNG	NNG NNG	서명__03 요청권	request	Q2.1 Q2.2 | Q2.2 Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
시설__03/NNG 시찰/NNG	NNG NNG	시설__03 시찰	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
상__02/NNG 시설__03/NNG	NNG NNG	상__02 시설__03	facilities	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
전속__03/NNG 모델/NNG	NNG NNG	전속__03 모델	model	A5.1+ A5.4- | A5.4- A10+ C1 | O2/A5.4- A4.1 X4.2 A5.1+++ C1/S2mf B5/I3.2/S2mf		GENERAL & ABSTRACT TERMS	연결
각계/NNG 인사__01/NNG	NNG NNG	각계 인사__01	figures	N5 N1 B1 S2mf C1 O4.4 O2 | X2.1 X2.5+		NUMBERS & MEASUREMENT	연결
소통__02/NNG 부족__01/NNG	NNG NNG	소통__02 부족__01	lack	A9-		GENERAL & ABSTRACT TERMS	연결
장학__01/NNG 기금__02/NNG	NNG NNG	장학__01 기금__02	fund	I1.1 | I1.1 N5+		MONEY & COMMERCE	연결
채용__01/NNG 담당자/NNG	NNG NNG	채용__01 담당자	recruiters				미연결(전체)
의__05/NNG 진__07/NNG	NNG NNG	의__05 진__07	Uijin				미연결(전체)
대학__01/NNG 출신/NNG	NNG NNG	대학__01 출신	University	P1/H1c		EDUCATION	연결
로드__88/NNG 리__03/NNG	NNG NNG	로드__88 리__03	Rodriguez				미연결(전체)
무죄/NNG 추정__02/NNG	NNG NNG	무죄 추정__02	presumption	X2.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
환경__02/NNG 관련/NNG	NNG NNG	환경__02 관련	environmental-related		"environmental = ""W5 W3""; related = ""A2.2 S3.1 X2.5+ Q2.1 | Z3c"""		연결(토큰 단위)
소통__02/NNG 수석__02/NNG	NNG NNG	소통__02 수석__02	Secretary	I3.2/S2mf S7.1+/S2mf		MONEY & COMMERCE	연결
협력/NNG 재단__01/NNG	NNG NNG	협력 재단__01	Foundation	T2+ H2 S5+c A5.2+ B4		TIME	연결
유치__08/NNG 확대__02/NNG	NNG NNG	유치__08 확대__02	expand	N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1		NUMBERS & MEASUREMENT	연결
역사__04/NNG 인식/NNG	NNG NNG	역사__04 인식	historical	T1.1.1 T3+		TIME	연결
이용__01/NNG 가능/NNG	NNG NNG	이용__01 가능	available	A3+ A9+ A1.2+/G1.2 S4		GENERAL & ABSTRACT TERMS	연결
백화점/NNG 앞/NNG	NNG NNG	백화점 앞	front	M6 A11.1+ | M6 M7/W3 A4.1 A10- S1.2.3+ W4 | M6 S7.1+ Q4.3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
관__06/NNG 앞/NNG	NNG NNG	관__06 앞	front	M6 A11.1+ | M6 M7/W3 A4.1 A10- S1.2.3+ W4 | M6 S7.1+ Q4.3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
교문__01/NNG 앞/NNG	NNG NNG	교문__01 앞	front	M6 A11.1+ | M6 M7/W3 A4.1 A10- S1.2.3+ W4 | M6 S7.1+ Q4.3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
아크/NNG 정면__01/NNG	NNG NNG	아크 정면__01	front	M6 A11.1+ | M6 M7/W3 A4.1 A10- S1.2.3+ W4 | M6 S7.1+ Q4.3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
세계__02/NNG 여성__01/NNG	NNG NNG	세계__02 여성__01	Women's		"Women = ""S2.1f"""		연결(토큰 단위)
국당/NNG 국회/NNG	NNG NNG	국당 국회	Party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c		ENTERTAINMENT, SPORTS & GAMES	연결
동영상/NNG 재생__01/NNG	NNG NNG	동영상 재생__01	video	Q4.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
음악__01/NNG 장르/NNG	NNG NNG	음악__01 장르	musical	K2 | K4/K2		ENTERTAINMENT, SPORTS & GAMES	연결
주변__04/NNG 곳곳/NNG	NNG NNG	주변__04 곳곳	around	A13.4 M6 | Z5		GENERAL & ABSTRACT TERMS	연결
고심__02/NNG 끝__01/NNG	NNG NNG	고심__02 끝__01	consideration	X2.1 X2.4 S1.2.3-		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
해외/NNG 원정__13/NNG	NNG NNG	해외 원정__13	overseas	M6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
공동__02/NNG 어로__03/NNG	NNG NNG	공동__02 어로__03	common	A6.2+ N5++ S5+ O4.2- | M7		GENERAL & ABSTRACT TERMS	연결
정부__08/NNG 초기__04/NNG	NNG NNG	정부__08 초기__04	administration	S7.1+c A9-		SOCIAL ACTIONS, STATES & PROCESSES	연결
보상__02/NNG 금액__02/NNG	NNG NNG	보상__02 금액__02	compensation	S8+		SOCIAL ACTIONS, STATES & PROCESSES	연결
비산먼지/NNG 발생/NNG	NNG NNG	비산먼지 발생	dust	B4 A1.1.1 | O1.1		THE BODY & THE INDIVIDUAL	연결
행정__01/NNG 망__09/NNG	NNG NNG	행정__01 망__09	administrative	S7.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
가운데/NNG 국가__01/NNG	NNG NNG	가운데 국가__01	national	M7/N5.1+ | M7/S2mf | Z3c		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
고객__04/NNG 불만/NNG	NNG NNG	고객__04 불만	customer	I2.2/S2mf		MONEY & COMMERCE	연결
최근/NNG 논란/NNG	NNG NNG	최근 논란	controversial	A6.2-		GENERAL & ABSTRACT TERMS	연결
그룹__01/NNG 안팎/NNG	NNG NNG	그룹__01 안팎	group	S5+ A4.1 B3% | S5+c A4.1c B3%		SOCIAL ACTIONS, STATES & PROCESSES	연결
최고__02/NNG 책임자/NNG	NNG NNG	최고__02 책임자	chief	S7.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
아동__02/NNG 센터__02/NNG	NNG NNG	아동__02 센터__02	centers	M6 | M6 H1c M7c G1.2c K5.1mfn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
단신__01/NNG 외국인/NNG	NNG NNG	단신__01 외국인	foreign	M7		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
활성화/NNG 일자리/NNG	NNG NNG	활성화 일자리	jobs	I3.1 A1.1.1		MONEY & COMMERCE	연결
조치__04/NNG 해제__03/NNG	NNG NNG	조치__04 해제__03	sanctions	S7.4 G2.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
언론사/NNG 사주__14/NNG	NNG NNG	언론사 사주__14	media	Q4c		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
미디어/NNG 육성__04/NNG	NNG NNG	미디어 육성__04	media	Q4c		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
액션/NNG 연기__10/NNG	NNG NNG	액션 연기__10	action	A1.1.1 | A1.1.1 G3		GENERAL & ABSTRACT TERMS	연결
정비__05/NNG 요금__01/NNG	NNG NNG	정비__05 요금__01	fees	I1.3 I1		MONEY & COMMERCE	연결
핵심/NNG 축__10/NNG	NNG NNG	핵심 축__10	key	A1.1.1 | A11.1+ | O2 X9.2+ Q1.2		GENERAL & ABSTRACT TERMS	연결
해외/NNG 콘텐츠/NNG	NNG NNG	해외 콘텐츠	content	E4.2+ | Q2.1 A1.8+ N5 E4.1+%		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
스틸__03/NNG 사진__07/NNG	NNG NNG	스틸__03 사진__07	picture	C1 Q4.3 X4.1 | X2.1 C1		ARTS & CRAFTS	연결
소규모/NNG 단체__02/NNG	NNG NNG	소규모 단체__02	small	N3.2- | N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-		NUMBERS & MEASUREMENT	연결
무패/NNG 행진__02/NNG	NNG NNG	무패 행진__02	unbeaten	X9.2+++/S7.3 X9.2+++/G3 F1 M1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
아동__02/NNG 친화/NNG	NNG NNG	아동__02 친화	children-friendly		"children = ""S2mf/T3- S4mf""; friendly = ""K5.1 | S1.2.1+ S7.3-/K5.2"""		연결(토큰 단위)
차__06/NNG 위__01/NNG	NNG NNG	차__06 위__01	car	M3fn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
업무__02/NNG 협력/NNG	NNG NNG	업무__02 협력	cooperate	S8+		SOCIAL ACTIONS, STATES & PROCESSES	연결
우수__11/NNG 인력__01/NNG	NNG NNG	우수__11 인력__01	outstanding	A5.1++ A11.2+ I1.2 A1.9		GENERAL & ABSTRACT TERMS	연결
감소__01/NNG 폭__06/NNG	NNG NNG	감소__01 폭__06	declined	N5-/A2.1 | N5-/A2.1 Q2.2		NUMBERS & MEASUREMENT	연결
해당__05/NNG 사안__07/NNG	NNG NNG	해당__05 사안__07	matter	A11.1+ | X4.1 O1		GENERAL & ABSTRACT TERMS	연결
보상__02/NNG 심의위원회/NNG	NNG NNG	보상__02 심의위원회	Committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
조성__04/NNG 위원회/NNG	NNG NNG	조성__04 위원회	Committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
제작__02/NNG 연도__01/NNG	NNG NNG	제작__02 연도__01	production	A1.1.1 A10+ K4 K3 Q4.3		GENERAL & ABSTRACT TERMS	연결
국민/NNG 체육/NNG	NNG NNG	국민 체육	Sports	A10+ | K5.1		GENERAL & ABSTRACT TERMS	연결
지역__03/NNG 개발/NNG	NNG NNG	지역__03 개발	Development	A2.1+ A5.1+/A2.1 H1		GENERAL & ABSTRACT TERMS	연결
발전__01/NNG 종합/NNG	NNG NNG	발전__01 종합	Development	A2.1+ A5.1+/A2.1 H1		GENERAL & ABSTRACT TERMS	연결
평가__03/NNG 반__11/NNG	NNG NNG	평가__03 반__11	evaluation	A5.1 N2		GENERAL & ABSTRACT TERMS	연결
생산/NNG 일자__05/NNG	NNG NNG	생산 일자__05	production	A1.1.1 A10+ K4 K3 Q4.3		GENERAL & ABSTRACT TERMS	연결
청소__06/NNG 차량__01/NNG	NNG NNG	청소__06 차량__01	vehicles	M3fn X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
시설__03/NNG 개보수/NNG	NNG NNG	시설__03 개보수	facility	H1 O2 S8+ X9.1+		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
상품__03/NNG 기획__01/NNG	NNG NNG	상품__03 기획__01	planning	X7+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
나라__01/NNG 가운데/NNG	NNG NNG	나라__01 가운데	countries	M7		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
반도체/NNG 기술__01/NNG	NNG NNG	반도체 기술__01	technologies	Y1		SCIENCE & TECHNOLOGY	연결
친분/NNG 관계__05/NNG	NNG NNG	친분 관계__05	relationship	S3.1 S3.2 A2.2 S4		SOCIAL ACTIONS, STATES & PROCESSES	연결
증가__01/NNG 속도__01/NNG	NNG NNG	증가__01 속도__01	pace	M1 N3.8 | N3.8 N3.3 | Z3c		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
참여정부/NNG 시절__01/NNG	NNG NNG	참여정부 시절__01	Government	G1.1c		GOVT. & THE PUBLIC DOMAIN	연결
시__13/NNG 정부__08/NNG	NNG NNG	시__13 정부__08	Government	G1.1c		GOVT. & THE PUBLIC DOMAIN	연결
프로그램/NNG 종료/NNG	NNG NNG	프로그램 종료	program	Y2 P1 | Y2 X7+ Q4.3 Q1.2 P1		SCIENCE & TECHNOLOGY	연결
이날/NNG 프로그램/NNG	NNG NNG	이날 프로그램	program	Y2 P1 | Y2 X7+ Q4.3 Q1.2 P1		SCIENCE & TECHNOLOGY	연결
투자__02/NNG 대안__05/NNG	NNG NNG	투자__02 대안__05	investment	I1.1		MONEY & COMMERCE	연결
액티브/NNG 펀드/NNG	NNG NNG	액티브 펀드	active	A1.1.1 | X5.2+ A1.1.1 | Z3fn		GENERAL & ABSTRACT TERMS	연결
투자__02/NNG 선__14/NNG	NNG NNG	투자__02 선__14	investment	I1.1		MONEY & COMMERCE	연결
투자__02/NNG 열풍__01/NNG	NNG NNG	투자__02 열풍__01	investment	I1.1		MONEY & COMMERCE	연결
확대__02/NNG 운영__03/NNG	NNG NNG	확대__02 운영__03	expanding	N3.2+/A2.1 | N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1		NUMBERS & MEASUREMENT	연결
수사__18/NNG 종료/NNG	NNG NNG	수사__18 종료	end	M6 T2- O2 X7+ N4 | T2-		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
사회__07/NNG 정서__06/NNG	NNG NNG	사회__07 정서__06	social	S1.1.1 | S1.1.1 I1.1/G1.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
소속__01/NNG 구단__03/NNG	NNG NNG	소속__01 구단__03	club	K1 E3- S5+ | S5+c O2		ENTERTAINMENT, SPORTS & GAMES	연결
부서__12/NNG 명__02/NNG	NNG NNG	부서__12 명__02	department	H2/S5+c X2.2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
혁신/NNG 교육/NNG	NNG NNG	혁신 교육	Innovation	T3-		TIME	연결
지역__03/NNG 부동산/NNG	NNG NNG	지역__03 부동산	estate	M7/F4 H4 I1.1 M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
최종/NNG 시한__02/NNG	NNG NNG	최종 시한__02	final	K5.1 | N4 T2-		ENTERTAINMENT, SPORTS & GAMES	연결
최종/NNG 음성__02/NNG	NNG NNG	최종 음성__02	final	K5.1 | N4 T2-		ENTERTAINMENT, SPORTS & GAMES	연결
마지막/NNG 담금질/NNG	NNG NNG	마지막 담금질	final	K5.1 | N4 T2-		ENTERTAINMENT, SPORTS & GAMES	연결
최종/NNG 수사__18/NNG	NNG NNG	최종 수사__18	final	K5.1 | N4 T2-		ENTERTAINMENT, SPORTS & GAMES	연결
최종/NNG 조사__30/NNG	NNG NNG	최종 조사__30	final	K5.1 | N4 T2-		ENTERTAINMENT, SPORTS & GAMES	연결
선거__04/NNG 판세__01/NNG	NNG NNG	선거__04 판세__01	election	G1.2/X7+		GOVT. & THE PUBLIC DOMAIN	연결
매트__01/NNG 위__01/NNG	NNG NNG	매트__01 위__01	mat	H5 O2		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
여자__02/NNG 아이__01/NNG	NNG NNG	여자__02 아이__01	GI-DLE	Z3c		NAMES & GRAMMATICAL WORDS	연결
수술__05/NNG 부위__04/NNG	NNG NNG	수술__05 부위__04	surgery	B3 B3/H1 B3/H2 S8+/T1.3		THE BODY & THE INDIVIDUAL	연결
가게/NNG 주인__01/NNG	NNG NNG	가게 주인__01	shopkeeper	I2.2/S2mf		MONEY & COMMERCE	연결
동안__01/NNG 공부__01/NNG	NNG NNG	동안__01 공부__01	study	P1 X2.4 | P1 X2.4 H2 Q1.2 C1		EDUCATION	연결
국내__02/NNG 발전__01/NNG	NNG NNG	국내__02 발전__01	domestic	B4/S2mf | H4 S4 E3+/L2 M6		THE BODY & THE INDIVIDUAL	연결
국내__02/NNG 판로__03/NNG	NNG NNG	국내__02 판로__03	domestic	B4/S2mf | H4 S4 E3+/L2 M6		THE BODY & THE INDIVIDUAL	연결
최근/NNG 내수__03/NNG	NNG NNG	최근 내수__03	recently	T3---		TIME	연결
금융/NNG 주력__01/NNG	NNG NNG	금융 주력__01	financial	I1		MONEY & COMMERCE	연결
구매__02/NNG 촉진__01/NNG	NNG NNG	구매__02 촉진__01	purchase	I2.2		MONEY & COMMERCE	연결
보안__01/NNG 의식__03/NNG	NNG NNG	보안__01 의식__03	security	G2.1 A15+ E6+ I1.1		GOVT. & THE PUBLIC DOMAIN	연결
콤비/NNG 플레이/NNG	NNG NNG	콤비 플레이	play	K1 K5.1 K5.2 K2 K3 A1.1.1 K6 | K4 K5.1		ENTERTAINMENT, SPORTS & GAMES	연결
중앙__02/NNG 지검__02/NNG	NNG NNG	중앙__02 지검__02	Prosecutor	G2.1/I3.1/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
일__01/NNG 매출/NNG	NNG NNG	일__01 매출	sales	I2.2 I2.2/I1.3-		MONEY & COMMERCE	연결
판매/NNG 장려금/NNG	NNG NNG	판매 장려금	sales	I2.2 I2.2/I1.3-		MONEY & COMMERCE	연결
매출/NNG 대비__10/NNG	NNG NNG	매출 대비__10	sales	I2.2 I2.2/I1.3-		MONEY & COMMERCE	연결
경제__04/NNG 속__01/NNG	NNG NNG	경제__04 속__01	economy	I2.1 I1.3-		MONEY & COMMERCE	연결
시험__03/NNG 결과__02/NNG	NNG NNG	시험__03 결과__02	trials	G2.1 X2.4 E6- A12- K5.1 | X2.4		GOVT. & THE PUBLIC DOMAIN	연결
안전__03/NNG 요원__02/NNG	NNG NNG	안전__03 요원__02	safety	A15+		GENERAL & ABSTRACT TERMS	연결
안전__03/NNG 시책__01/NNG	NNG NNG	안전__03 시책__01	safety	A15+		GENERAL & ABSTRACT TERMS	연결
서방__01/NNG 국가__01/NNG	NNG NNG	서방__01 국가__01	West	Z2 Z1mf		NAMES & GRAMMATICAL WORDS	연결
센터__02/NNG 일원__04/NNG	NNG NNG	센터__02 일원__04	Center	M6 | M6 H1c M7c G1.2c K5.1mfn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
평화__02/NNG 협력/NNG	NNG NNG	평화__02 협력	Peace	E3+		EMOTIONAL ACTIONS, STATES & PROCESSES	연결
복귀/NNG 시점__02/NNG	NNG NNG	복귀 시점__02	return	M1 A9- N6 | M1 A9- S1.1.2+ N6 I1.1 G1.1/Q1.2 M3 K5.1 Y2% | M6 S1.1.2+		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
대비__09/NNG 상승__01/NNG	NNG NNG	대비__09 상승__01	compared	A6 A5.1 Q3		GENERAL & ABSTRACT TERMS	연결
주요__01/NNG 도정__08/NNG	NNG NNG	주요__01 도정__08	major	A11.1+ N3.2+ | G3/S7.1+/S2mf P1 P1/S2mf | P1		GENERAL & ABSTRACT TERMS	연결
성매매/NNG 피해자/NNG	NNG NNG	성매매 피해자	victims	A1.1.2/G2.1/S2mf B2-/S2mf		GENERAL & ABSTRACT TERMS	연결
피해__01/NNG 복구__02/NNG	NNG NNG	피해__01 복구__02	restoration	A2.1+ C1 A9- T1.1.1%		GENERAL & ABSTRACT TERMS	연결
예정__02/NNG 인원/NNG	NNG NNG	예정__02 인원	scheduled	X7+/T1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
개최/NNG 예정__02/NNG	NNG NNG	개최 예정__02	scheduled	X7+/T1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
글로벌/NNG 소__03/NNG	NNG NNG	글로벌 소__03	global	W3 | W3 M7 A1.8+ O4.4 | Z3c		THE WORLD & OUR ENVIRONMENT	연결
국정__02/NNG 역사__04/NNG	NNG NNG	국정__02 역사__04	history	T1.1.1 P1/T1.1.1 Q2.1 B2		TIME	연결
해외/NNG 역사__04/NNG	NNG NNG	해외 역사__04	history	T1.1.1 P1/T1.1.1 Q2.1 B2		TIME	연결
노동__03/NNG 연구원__02/NNG	NNG NNG	노동__03 연구원__02	Institute	P1/S5+c X2.4/S5+c | T2+		EDUCATION	연결
이상__05/NNG 글로벌/NNG	NNG NNG	이상__05 글로벌	global	W3 | W3 M7 A1.8+ O4.4 | Z3c		THE WORLD & OUR ENVIRONMENT	연결
규모/NNG 글로벌/NNG	NNG NNG	규모 글로벌	global	W3 | W3 M7 A1.8+ O4.4 | Z3c		THE WORLD & OUR ENVIRONMENT	연결
