k_wpos	ko_pospat	ko	en	en_semantic_tags	category	note
수출__03/NNG	NNG	수출__03	exportation	I2.2/M2	MONEY & COMMERCE	연결
성산/NNP	NNP	성산	Changwon	Z2	NAMES & GRAMMATICAL WORDS	연결
중요__02/NNG	NNG	중요__02	Important	A11.1+	GENERAL & ABSTRACT TERMS	연결
하이드/NNP	NNP	하이드	Hyde	Z2 Z1mf	NAMES & GRAMMATICAL WORDS	연결
품절__02/NNG	NNG	품절__02	stock	A6.2+ | A9+ | A9+ F1 S4 O2 I1.1	GENERAL & ABSTRACT TERMS	연결
선거운동/NNG	NNG	선거운동	campaigning	X7+/Q2.2 I2.2/Q2.2 G1.2/Q2.2 G3	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
사업화/NNG	NNG	사업화	commercialize			미연결
밤늦/VA	VA	밤늦	night	T1.3	TIME	연결
신포__04/NNP	NNP	신포__04	Sinpo			미연결
실소유주/NNG	NNG	실소유주	real	A13.3 | A3+ A5.2+ A5.4+ A13.3 | A5.4+	GENERAL & ABSTRACT TERMS	연결
검진__02/NNG	NNG	검진__02	examinations	P1 X2.4 B3	EDUCATION	연결
연구팀/NNG	NNG	연구팀	researchers	X2.4/S2mf	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
실태__02/NNG	NNG	실태__02	state	G1.1c O4.1 | Q2.1	GOVT. & THE PUBLIC DOMAIN	연결
접목하__02/VV	VV	접목하__02	incorporating	A1.8+ S5+	GENERAL & ABSTRACT TERMS	연결
민갑/NNG	NNG	민갑	Min	N5.1- | Z1f	NUMBERS & MEASUREMENT	연결
작용하__01/VV	VV	작용하__01	played	K1 K5.1 K5.2 K2 K3 A1.1.1 K6	ENTERTAINMENT, SPORTS & GAMES	연결
반발하/VV	VV	반발하	opposing	A6.1- | E2-	GENERAL & ABSTRACT TERMS	연결
뉴캐슬__03/NNP	NNP	뉴캐슬__03	Newcastle	Z2	NAMES & GRAMMATICAL WORDS	연결
잇몸/NNG	NNG	잇몸	gums	A1.7+ | O1.1 F2 B1	GENERAL & ABSTRACT TERMS	연결
방치하/VV	VV	방치하	unattended	S7.1-	SOCIAL ACTIONS, STATES & PROCESSES	연결
불가__01/NNG	NNG	불가__01	cannot			미연결
견제__01/NNG	NNG	견제__01	checks	X2.4/A5.3 A15 Q1.2 T2- M5 | X2.4/A5.3 I1.3 O4.4/B5	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
학교폭력/NNG	NNG	학교폭력	violence	E3-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
심상정/NNP	NNP	심상정	Sim	Z5	NAMES & GRAMMATICAL WORDS	연결
거주하/VV	VV	거주하	resident	H4 | H4/S2mf	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
결함__01/NNG	NNG	결함__01	defective	A5.1- | A5.1- B2-/X1	GENERAL & ABSTRACT TERMS	연결
차지하__01/VV	VV	차지하__01	occupies	H4 A1.5.1 G3 X5.1+ A1.1.1 T1.3	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
준비하/VV	VV	준비하	Prepare	A1.1.1 F1	GENERAL & ABSTRACT TERMS	연결
반응하/VV	VV	반응하	reacted	A1.1.1 A6.1- B2- Y1	GENERAL & ABSTRACT TERMS	연결
지루하__01/VA	VA	지루하__01	tedious	X5.2-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
손님/NNG	NNG	손님	Sir	S7.1+/S2.2m	SOCIAL ACTIONS, STATES & PROCESSES	연결
묘사하/VV	VV	묘사하	describes	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
독창적/NNG	NNG	독창적	original	A5.4+ | T3- A5.4+ A6.2-	GENERAL & ABSTRACT TERMS	연결
월마트/NNP	NNP	월마트	Walmart			미연결
광고__02/NNG	NNG	광고__02	advertised	I2.2/Q2.1 X2.2+ A10+	MONEY & COMMERCE	연결
세팅/NNG	NNG	세팅	set	M2 M6 O4.5 O4.1 W4 A1.1.1 B3 B4 X6+ S6+ K2 Q4.3 | N5 N2 K4 O4.1 O3 S5+c O4.5 K5.1% | X6+ O4.5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
이상__12/NNG	NNG	이상__12	wrong	A5.3- A5.1- G2.2- B2- | G2.2- | G2.2- A5.3-	GENERAL & ABSTRACT TERMS	연결
남부__01/NNG	NNG	남부__01	south	M6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
절감__02/NNG	NNG	절감__02	reduced	N5-/A2.1 N3.2-/A2.1 A12-/A2.1 A2.2 F1	NUMBERS & MEASUREMENT	연결
못하/VV	VV	못하	failed	X9.2- A5.1-/A2.1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
최대/NNG	NNG	최대	largest-ever			미연결
대세__01/NNG	NNG	대세__01	trend	A6.2+ A2.1+	GENERAL & ABSTRACT TERMS	연결
팬미팅/NNG	NNG	팬미팅	fan	A1.1.1 | E2+/S2mf O2 O4.4	GENERAL & ABSTRACT TERMS	연결
우선하__03/VV	VV	우선하__03	preference	E2++	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
배송하__05/VV	VV	배송하__05	ship	M2 | M4fn	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
기아자동차/NNP	NNP	기아자동차	Motors	O2 M3fn	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
출항__02/NNG	NNG	출항__02	departure	M1 T2+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
진로__02/NNG	NNG	진로__02	course	M1 | M6 X7+ P1 B3 F1 M7/K5.1 T1.3 | Z4	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
조건부/NNG	NNG	조건부	conditionally			미연결
살해__01/NNG	NNG	살해__01	kill	L1- | L1- A12- A1.5.1 E4.1-/A2.2	LIFE & LIVING THINGS	연결
이견/NNG	NNG	이견	disagreements	A6.1- E2-	GENERAL & ABSTRACT TERMS	연결
상상__07/NNG	NNG	상상__07	imaginary	A5.2-	GENERAL & ABSTRACT TERMS	연결
감기__04/NNG	NNG	감기__04	colds	B2- O4.6- | O4.6- S1.2.1- E1- A1.1.1	THE BODY & THE INDIVIDUAL	연결
지시하/VV	VV	지시하	directed	M6 Q2.2 S7.1+ K4	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
의결하/VV	VV	의결하	adopted	A9+ S4	GENERAL & ABSTRACT TERMS	연결
가입/NNG	NNG	가입	subscribe	X2.1/A6.1+ Q4.2/I2.2 A9-/I1 I2.2/I1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
풍부하/VA	VA	풍부하	abundance	N5+	NUMBERS & MEASUREMENT	연결
대중적/NNG	NNG	대중적	public	A10+ | S5+ A10+ | S5+c	GENERAL & ABSTRACT TERMS	연결
상온__02/NNG	NNG	상온__02	temperature	O4.6	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
측근__01/NNG	NNG	측근__01	close	A1.1.1 A10- T2- | M3/H3 A10- | N3.3- A4.2+ S5+ S1.1.3+ A6.1+ E2+ W4	GENERAL & ABSTRACT TERMS	연결
돌연__02/MAG	MAG	돌연__02	abruptly	N3.8+ S1.2.1-	NUMBERS & MEASUREMENT	연결
특유/NNG	NNG	특유	distinctive	A11.2+	GENERAL & ABSTRACT TERMS	연결
이전하__01/VV	VV	이전하__01	relocation	M6/A2.1+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
키우/VV	VV	키우	grew	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4	NUMBERS & MEASUREMENT	연결
스트레스/NNG	NNG	스트레스	Stress	E6- A1.7+ Q3 A1.1.2 | Q2.2 A1.1.2	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
로봇/NNG	NNG	로봇	robotic	O3	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
면밀히/MAG	MAG	면밀히	carefully	A1.3+	GENERAL & ABSTRACT TERMS	연결
개인__02/NNG	NNG	개인__02	privately	A10-	GENERAL & ABSTRACT TERMS	연결
선풍기/NNG	NNG	선풍기	fan	A1.1.1 | E2+/S2mf O2 O4.4	GENERAL & ABSTRACT TERMS	연결
선호__03/NNG	NNG	선호__03	preferred	E2++	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
인준/NNG	NNG	인준	approval	S7.4+ E2+ G1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
파편/NNG	NNG	파편	debris	O1.1	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
소변__01/NNG	NNG	소변__01	urine	B1	THE BODY & THE INDIVIDUAL	연결
대상자__03/NNG	NNG	대상자__03	recipient	A9+/S2mf	GENERAL & ABSTRACT TERMS	연결
실현되/VV	VV	실현되	true	A5.2+ A5.4+	GENERAL & ABSTRACT TERMS	연결
고령__02/NNG	NNG	고령__02	old	T3+ Z4	TIME	연결
교부__02/NNG	NNG	교부__02	issued	A9-	GENERAL & ABSTRACT TERMS	연결
지갑__03/NNG	NNG	지갑__03	purse	B1 | B5/I1	THE BODY & THE INDIVIDUAL	연결
인사__03/NNG	NNG	인사__03	HR	Z3c	NAMES & GRAMMATICAL WORDS	연결
차후/NNG	NNG	차후	later	T4-- T1.1.3 N4	TIME	연결
강제__01/NNG	NNG	강제__01	force	E3- S7.1+ G2.1c N3 S5+c | S7.1+ A1.1.1 E3-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
호두__01/NNG	NNG	호두__01	walnut	F1	FOOD & FARMING	연결
아마__01/MAG	MAG	아마__01	guess	X2.1/A7-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
획기적/NNG	NNG	획기적	drastically	A13.2	GENERAL & ABSTRACT TERMS	연결
청약통장/NNG	NNG	청약통장	subscription	Q4.2/I2.2 A9-/I1 I2.2/I1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
편의__02/NNG	NNG	편의__02	conveniences	A1.2+ A1.5.2 O2 H1	GENERAL & ABSTRACT TERMS	연결
집행위원장/NNG	NNG	집행위원장	chairman	S7.1+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
눈__04/NNG	NNG	눈__04	snowy	W4 O4.3	THE WORLD & OUR ENVIRONMENT	연결
영어__02/NNP	NNP	영어__02	English-speaking	Z2/Q3	NAMES & GRAMMATICAL WORDS	연결
강남역/NNP	NNP	강남역	Gangnam			미연결
승인하__02/VV	VV	승인하__02	approval	S7.4+ E2+ G1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
무능하/VA	VA	무능하	incompetent	X9.1-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
불과__01/MAG	MAG	불과__01	Only	A14 | Z5	GENERAL & ABSTRACT TERMS	연결
편안하__01/VA	VA	편안하__01	relaxed	E3+ K1 A1.7-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
애초__01/NNG	NNG	애초__01	original	A5.4+ | T3- A5.4+ A6.2-	GENERAL & ABSTRACT TERMS	연결
닳/VV	VV	닳	worn	B5 A1.1.1 | O4.1	THE BODY & THE INDIVIDUAL	연결
공매도/NNG	NNG	공매도	sale	I2.2 I2.2/I1.3-	MONEY & COMMERCE	연결
예약되/VV	VV	예약되	booked	A9+/Q2.2 G2.1	GENERAL & ABSTRACT TERMS	연결
정비하/VV	VV	정비하	overhaul	A1.1.1 | A1.1.1 S7.1+	GENERAL & ABSTRACT TERMS	연결
회복하/VV	VV	회복하	regained	A9+	GENERAL & ABSTRACT TERMS	연결
스모/NNG	NNG	스모	sumo	K5.1	ENTERTAINMENT, SPORTS & GAMES	연결
의존하/VV	VV	의존하	dependent	A2.2 S7.1- | S7.1-/S2mf	GENERAL & ABSTRACT TERMS	연결
불러내/VV	VV	불러내	called	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
주거지__02/NNG	NNG	주거지__02	residential	H4	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
그리__02/VV	VV	그리__02	painted	C1	ARTS & CRAFTS	연결
달달하/VV	VV	달달하	sweet	F1 | X3.1 O4.2+	FOOD & FARMING	연결
수출국/NNG	NNG	수출국	exporter	I2.2/S2mf	MONEY & COMMERCE	연결
싸이__01/VV	VV	싸이__01	PSY			미연결
관계인/NNG	NNG	관계인	related	A2.2 S4	GENERAL & ABSTRACT TERMS	연결
찬성__01/NNG	NNG	찬성__01	votes	G1.2	GOVT. & THE PUBLIC DOMAIN	연결
송부하/VV	VV	송부하	sent	M2 A2.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
희생되/VV	VV	희생되	killed	L1-	LIFE & LIVING THINGS	연결
비행__03/NNG	NNG	비행__03	fly	A10- | L2 M5 | M5 M1 N3.8+ E3-	GENERAL & ABSTRACT TERMS	연결
예매하__01/VV	VV	예매하__01	booked	A9+/Q2.2 G2.1	GENERAL & ABSTRACT TERMS	연결
파운데이션/NNG	NNG	파운데이션	foundation	T2+ H2 S5+c A5.2+ B4	TIME	연결
되찾/VV	VV	되찾	back	B1 M6 | M6 N6+ T1.1.1 S1.1.2+ | M6 T3+ | S8+ K5.1/I1 M1 M6 K2	THE BODY & THE INDIVIDUAL	연결
우선하__03/VV	VV	우선하__03	priority	A11.1+	GENERAL & ABSTRACT TERMS	연결
의회__02/NNG	NNG	의회__02	congress	G1.1 | Z3c	GOVT. & THE PUBLIC DOMAIN	연결
면밀하/VA	VA	면밀하	closely	A13.4 A4.2+ N3.3-	GENERAL & ABSTRACT TERMS	연결
음원/NNG	NNG	음원	song	K2	ENTERTAINMENT, SPORTS & GAMES	연결
평화롭/VA	VA	평화롭	peace	E3+	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
천안시/NNP	NNP	천안시	Cheonan-si			미연결
주__05/NNG	NNG	주__05	week	T1.3	TIME	연결
약세__01/NNG	NNG	약세__01	weaken	S7.1-/A2.1 I1.1-/A2.1 S1.2.5-/A2.1 O4.1/A2.1 A5.1-/A2.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
출생/NNG	NNG	출생	born	B1 | B1 X9.1+	THE BODY & THE INDIVIDUAL	연결
출제되/VV	VV	출제되	presented	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4	GENERAL & ABSTRACT TERMS	연결
복리__01/NNG	NNG	복리__01	welfare	S8+ I1 G1.1c	SOCIAL ACTIONS, STATES & PROCESSES	연결
구경하/VV	VV	구경하	look	A8 X3.4 X2.4 O4.1 | A8 X3.4 X2.4 X7+ Z4 | Z3c	GENERAL & ABSTRACT TERMS	연결
경제학부/NNG	NNG	경제학부	economics	I1c	MONEY & COMMERCE	연결
파견하__01/VV	VV	파견하__01	sent	M2 A2.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
로스/NNP	NNP	로스	Ross	Z1m	NAMES & GRAMMATICAL WORDS	연결
문무일/NNP	NNP	문무일	Moon	W1 | X5.2-/E4.1-	THE WORLD & OUR ENVIRONMENT	연결
파악하/VV	VV	파악하	grasped	A9+ X2.5+	GENERAL & ABSTRACT TERMS	연결
지속적/NNG	NNG	지속적	continually	T2++ N6+	TIME	연결
경북대/NNP	NNP	경북대	Kyungpook			미연결
존스/NNP	NNP	존스	Jones	Z1mf	NAMES & GRAMMATICAL WORDS	연결
사로잡/VV	VV	사로잡	caught	A9+ A1.7+ G2.1 A10+ T2- A1.1.1 X3 T4 M3	GENERAL & ABSTRACT TERMS	연결
간담회/NNG	NNG	간담회	Meeting	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+	SOCIAL ACTIONS, STATES & PROCESSES	연결
아쉽/VA	VA	아쉽	disappointed	E4.2-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
구현__04/NNG	NNG	구현__04	realization	X2.5+ X9.2+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
증권사/NNG	NNG	증권사	securities	G2.1 A15+ E6+ I1.1	GOVT. & THE PUBLIC DOMAIN	연결
근거지/NNG	NNG	근거지	base	M7 T2+ A1.1.1 O1 K5.1@ B1% | T2+ A5.1- | T2+ M6 A2.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
기분__01/NNG	NNG	기분__01	pleasant	O4.2+	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
비례하__01/VV	VV	비례하__01	proportion	A2.2/N3.2 O4.2 | N5.1- N5 A2.2 N3.2	GENERAL & ABSTRACT TERMS	연결
형편__01/NNG	NNG	형편__01	situation	A3+ O4.1 M6 I3.1@	GENERAL & ABSTRACT TERMS	연결
산행/NNG	NNG	산행	hiking	M1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
독자__04/NNG	NNG	독자__04	independent	S5- | Z3c	SOCIAL ACTIONS, STATES & PROCESSES	연결
식히/VV	VV	식히	cooling	O4.6-/A2.1 X5.2-/A2.1	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
에어버스/NNG	NNG	에어버스	Airbus	M5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
운용/NNG	NNG	운용	operational	A1.1.1	GENERAL & ABSTRACT TERMS	연결
통제하/VV	VV	통제하	controls	S7.1+ A1.7+ | S7.1+ A1.7+ O2	SOCIAL ACTIONS, STATES & PROCESSES	연결
규정하__03/VV	VV	규정하__03	stipulating	S6+	SOCIAL ACTIONS, STATES & PROCESSES	연결
답__03/NNG	NNG	답__03	reply	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
많/VA	VA	많	Lots	N5 S5+ A3+ A1.4 M7 O2 | N5+	NUMBERS & MEASUREMENT	연결
그냥/MAG	MAG	그냥	simply	A13.6 A14 A12+	GENERAL & ABSTRACT TERMS	연결
기대__03/NNG	NNG	기대__03	expecting	X2.6+ | X2.6+ B1	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
금지__04/NNG	NNG	금지__04	prohibit	S7.4-	SOCIAL ACTIONS, STATES & PROCESSES	연결
제조하/VV	VV	제조하	manufactures	A1.1.1	GENERAL & ABSTRACT TERMS	연결
무조건/MAG	MAG	무조건	must	S6+ A7+	SOCIAL ACTIONS, STATES & PROCESSES	연결
행사하__02/VV	VV	행사하__02	exerted	A1.1.1 S7.1+	GENERAL & ABSTRACT TERMS	연결
인문학/NNG	NNG	인문학	Humanities	P1	EDUCATION	연결
주식회사/NNG	NNG	주식회사	Corporation	I2.1/S5c G1.1c	MONEY & COMMERCE	연결
샘/NNP	NNP	샘	Sam	Z1mf	NAMES & GRAMMATICAL WORDS	연결
이스타/NNG	NNG	이스타	Eastar			미연결
분기별/NNG	NNG	분기별	quarter	N1 N5 T1.3 | N5 H4	NUMBERS & MEASUREMENT	연결
증대되/VV	VV	증대되	increased	N5+/A2.1	NUMBERS & MEASUREMENT	연결
순천시/NNP	NNP	순천시	City	M7/I2.1c Z3c	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
만족감/NNG	NNG	만족감	satisfied	E4.2+ A1.2+	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
자기소개서/NNG	NNG	자기소개서	self-introduction			미연결
안전장치/NNG	NNG	안전장치	safeguards	A1.1.1/A15+ | A15+	GENERAL & ABSTRACT TERMS	연결
디테일하/VA	VA	디테일하	detailed	A4.2+	GENERAL & ABSTRACT TERMS	연결
정의용/NNP	NNP	정의용	Eui-yong			미연결
비관론/NNG	NNG	비관론	pessimism	X2.6/A5.1-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
살충제/NNG	NNG	살충제	insecticide			미연결
합류하/VV	VV	합류하	joins	A2.2 S5+ A1.8+ A1.1.1 | O2	GENERAL & ABSTRACT TERMS	연결
홈쇼핑/NNG	NNG	홈쇼핑	Homeshopping			미연결
전파__03/NNG	NNG	전파__03	spread	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3 | F1 N3.6 N3.3 N5+/A2.1 A6.3+ Q4.2	GENERAL & ABSTRACT TERMS	연결
상쇄하/VV	VV	상쇄하	offset	A6.1- H1 Q4.1 L3 B1 W3 | A6.1- Q4.1 H1	GENERAL & ABSTRACT TERMS	연결
지목되/VV	VV	지목되	pointed	O4.4	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
무력__02/NNG	NNG	무력__02	armed	G3 B1	GOVT. & THE PUBLIC DOMAIN	연결
지급액/NNG	NNG	지급액	amount	N5 | N5+/A2.1	NUMBERS & MEASUREMENT	연결
이어서/MAG	MAG	이어서	Subsequently	N4	NUMBERS & MEASUREMENT	연결
정국__01/NNG	NNG	정국__01	political	G1.2	GOVT. & THE PUBLIC DOMAIN	연결
무더위/NNG	NNG	무더위	heatwave	W4	THE WORLD & OUR ENVIRONMENT	연결
농정__02/NNG	NNG	농정__02	agricultural	F4	FOOD & FARMING	연결
시무식/NNG	NNG	시무식	ceremony	S1.1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
포르투갈어/NNG	NNG	포르투갈어	Portuguese	Z2 Z2/Q3 Z2/S2mfnc | Z2/Q3 Z2/S2mfnc	NAMES & GRAMMATICAL WORDS	연결
모두발언/NNG	NNG	모두발언	remarks	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
귀가하__01/VV	VV	귀가하__01	returning	M1 A9- N6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
납품업체/NNG	NNG	납품업체	suppliers	I2.2/S2mfc A9-/S2mfc	MONEY & COMMERCE	연결
안채__01/NNG	NNG	안채__01	quarters	N1 T1.3 H4	NUMBERS & MEASUREMENT	연결
청구하/VV	VV	청구하	requests	Q2.1 Q2.2 | Q2.2 Q2.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
이승현/NNP	NNP	이승현	Seung-hyun			미연결
조__15/NNG	NNG	조__15	Cho			미연결
기폭제/NNG	NNG	기폭제	catalyst	O1 A2.2	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
비록__01/MAG	MAG	비록__01	Though	Z5	NAMES & GRAMMATICAL WORDS	연결
기념__02/NNG	NNG	기념__02	celebrating	E4.1+ S9	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
터지/VV	VV	터지	scored	K5 A5.1 N3.1 O2 K2 X4.1 N5% | K5 A5.1 N3.1 X9.2+ A1.1.1	ENTERTAINMENT, SPORTS & GAMES	연결
흘러들/VV	VV	흘러들	flowing	M1 A1.1.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
항구__03/NNG	NNG	항구__03	ports	M4/M7 F2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
가속화/NNG	NNG	가속화	accelerate	N3.8+/A2.1	NUMBERS & MEASUREMENT	연결
중복되/VV	VV	중복되	overlap	N5.2+ A6.1+	NUMBERS & MEASUREMENT	연결
발생하/VV	VV	발생하	incur	A2.2	GENERAL & ABSTRACT TERMS	연결
신선하__03/VA	VA	신선하__03	freshness	T3- O4.2+ B1 W4 S1.2.3+++	TIME	연결
조정__09/NNG	NNG	조정__09	Mediation	S8+	SOCIAL ACTIONS, STATES & PROCESSES	연결
전년도/NNG	NNG	전년도	previous	N4	NUMBERS & MEASUREMENT	연결
우울증/NNG	NNG	우울증	depressed	E4.1- B2-/X1 I2.1/N5- O4.4	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
가운__02/NNG	NNG	가운__02	gown	B5	THE BODY & THE INDIVIDUAL	연결
꿈__01/NNG	NNG	꿈__01	dreaming	X2 X2.1 X7++	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
의심스럽/VA	VA	의심스럽	doubtful	A7-	GENERAL & ABSTRACT TERMS	연결
협조하__01/VV	VV	협조하__01	cooperating	S8+	SOCIAL ACTIONS, STATES & PROCESSES	연결
잡화__02/NNG	NNG	잡화__02	goods	O2	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
입문__01/NNG	NNG	입문__01	introductory	T2+ A12+	TIME	연결
이동수단/NNG	NNG	이동수단	transportation	M2 M3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
본격화되/VV	VV	본격화되	start	T2+ E5- | T2+ E5- E3-	TIME	연결
규탄하/VV	VV	규탄하	condemned	G2.1 H1/A15- | G2.1/L1- | Q2.2/E2- Q2.2/A1.1.2 G2.1	GOVT. & THE PUBLIC DOMAIN	연결
원전__04/NNG	NNG	원전__04	nuclear	Y1 B1 S5+%	SCIENCE & TECHNOLOGY	연결
하원__02/NNG	NNG	하원__02	Representatives	A6.2+ G1.1 A4.1 S1.1.3 | Q2.1/S2mf G1.1/S2mf I2.2/S2mf A4.1	GENERAL & ABSTRACT TERMS	연결
골목길/NNG	NNG	골목길	alleys	M7/H3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
신용대출/NNG	NNG	신용대출	loans	A9- | I1.2 A9-	GENERAL & ABSTRACT TERMS	연결
브리지/NNG	NNG	브리지	Bridge	H1 W3 A2.2/S3.1 H2/M4 B1 B3 O2 K5.2 | M1 A2.2/S3.1	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
구성품/NNG	NNG	구성품	components	N5.1- | O2 N5.1-	NUMBERS & MEASUREMENT	연결
초청하/VV	VV	초청하	invites	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
회부하__01/VV	VV	회부하__01	refer	Q2.2 Q1.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
종전__03/NNG	NNG	종전__03	end-of-war			미연결
스타렉스/NNG	NNG	스타렉스	Starex			미연결
거짓/NNG	NNG	거짓	lies	A5.2- | A5.2- M1 T2++ M6 A3+	GENERAL & ABSTRACT TERMS	연결
학력__02/NNG	NNG	학력__02	education	P1 X2.3+	EDUCATION	연결
돌려보내/VV	VV	돌려보내	returned	A9- M1 | M1 A9- N6	GENERAL & ABSTRACT TERMS	연결
본격/NNG	NNG	본격	start	T2+ E5- | T2+ E5- E3-	TIME	연결
공식입장/NNG	NNG	공식입장	official	G1.1 S7.4+ | G1.1/S2mf S7.1+/S2mf	GOVT. & THE PUBLIC DOMAIN	연결
소규모/NNG	NNG	소규모	Small	N3.2- | N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-	NUMBERS & MEASUREMENT	연결
영원하/VA	VA	영원하	forever	T2+++ N6+++	TIME	연결
죽음__01/NNG	NNG	죽음__01	die	L1- T2- | O2	LIFE & LIVING THINGS	연결
지리산__02/NNP	NNP	지리산__02	Jiri			미연결
명태/NNG	NNG	명태	pollack			미연결
옆자리/NNG	NNG	옆자리	next	N4 | Z3c	NUMBERS & MEASUREMENT	연결
블라디미르/NNP	NNP	블라디미르	Vladimir			미연결
토너먼트/NNG	NNG	토너먼트	Tournament	S7.3	SOCIAL ACTIONS, STATES & PROCESSES	연결
귀화__04/NNG	NNG	귀화__04	naturalization	G1.1/S5+ L3	GOVT. & THE PUBLIC DOMAIN	연결
급감하/VV	VV	급감하	sharp	N3.8+ T4 | O4.4 A10+ X9.1+ X5.1+ N3.8+ B2- X3.1 E3- A5.3+ A5.1+ T4 | O4.4 K2	NUMBERS & MEASUREMENT	연결
북상하/VV	VV	북상하	northward	M6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
안전점검/NNG	NNG	안전점검	safety	A15+	GENERAL & ABSTRACT TERMS	연결
지원하__01/VV	VV	지원하__01	subsidizing			미연결
위원장/NNG	NNG	위원장	Commissioner	G1.1/S2mf G2.1/S2mf	GOVT. & THE PUBLIC DOMAIN	연결
비교되/VV	VV	비교되	compared	A6 A5.1 Q3	GENERAL & ABSTRACT TERMS	연결
습관적/NNG	NNG	습관적	habitually	N6+ A6.2+	NUMBERS & MEASUREMENT	연결
가정__07/NNG	NNG	가정__07	assumption	X2.1 S9%	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
